dataset,model,mode,canonical_run,previous_mapping_status,evidence_source,raw_prediction_status,target_status,aggregate_status,ecg_id_metadata_status,mapping_result,unique_test_ecg_ids,aggregation_reconstruction,target_consistency,saved_aggregate_match,blocker_category,notes
ptbxl_sub,HuBERT-ECG,Finetuning,PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=746; worker_group=SUB3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 746; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3.
ptbxl_sub,HuBERT-ECG,Frozen,PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=746; worker_group=SUB3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 746; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3.
ptbxl_sub,HuBERT-ECG,Linear,PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=746; worker_group=SUB3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 746; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3.
ptbxl_sub,ECG-CPC,Finetuning,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_FINETUNING_FORMAL_052_01,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_CPC_FINETUNING_FORMAL_052_01; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,ECG-CPC,Frozen,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_FROZEN_FORMAL_052_02,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_CPC_FROZEN_FORMAL_052_02; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,ECG-CPC,Linear,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_LINEAR_FORMAL_052_03,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_CPC_LINEAR_FORMAL_052_03; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,ECG-FM,Finetuning,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_FINETUNING_FORMAL_052_07,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_FM_FINETUNING_FORMAL_052_07; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,ECG-FM,Frozen,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_FROZEN_FORMAL_052_08,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_FM_FROZEN_FORMAL_052_08; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,ECG-FM,Linear,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_LINEAR_FORMAL_052_09,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUB_ECG_FM_LINEAR_FORMAL_052_09; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
ptbxl_sub,S4,Finetuning,PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=438; worker_group=SUB4; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 438; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4.
ptbxl_sub,Net1D,Finetuning,PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=438; worker_group=SUB4; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 438; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4.
ptbxl_super,ECGFounder,Finetuning,PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ECGFounder,Frozen,PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ECGFounder,Linear,PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ECG-JEPA,Finetuning,PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ECG-JEPA,Frozen,PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ECG-JEPA,Linear,PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/COMMON_780_775_STRICT_MAPPING_VERIFICATION.json,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,Strict PASS from current read-only common-source acquisition; ECG-JEPA identity aggregation accepted where windows=1.
ptbxl_super,ST-MEM,Finetuning,PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json; recovered hash-verified minimal bundle from instance 775,RECOVERED_HASH_VERIFIED,EMBEDDED_IN_RECOVERED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_FOLD10_METADATA_PROJECTION_HASH_RECORDED,PASS,2198,PASS,PASS,PASS,,"Strict PASS: canonical ECG-ID order, 4-window mean reconstruction, target grouping, and aggregate match all exact; verification=execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json."
ptbxl_super,ST-MEM,Frozen,PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json; recovered hash-verified minimal bundle from instance 775,RECOVERED_HASH_VERIFIED,EMBEDDED_IN_RECOVERED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_FOLD10_METADATA_PROJECTION_HASH_RECORDED,PASS,2198,PASS,PASS,PASS,,"Strict PASS: canonical ECG-ID order, 4-window mean reconstruction, target grouping, and aggregate match all exact; verification=execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json."
ptbxl_super,ST-MEM,Linear,PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json; recovered hash-verified minimal bundle from instance 775,RECOVERED_HASH_VERIFIED,EMBEDDED_IN_RECOVERED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_FOLD10_METADATA_PROJECTION_HASH_RECORDED,PASS,2198,PASS,PASS,PASS,,"Strict PASS: canonical ECG-ID order, 4-window mean reconstruction, target grouping, and aggregate match all exact; verification=execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json."
ptbxl_super,MERL,Finetuning,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=573; worker_group=SUPER1; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 573; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1.
ptbxl_super,MERL,Frozen,PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=573; worker_group=SUPER1; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 573; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1.
ptbxl_super,MERL,Linear,PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=573; worker_group=SUPER1; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance 573; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1.
ptbxl_super,ECGFM-KED,Finetuning,PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=F42; worker_group=SUPER2; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance F42; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2.
ptbxl_super,ECGFM-KED,Frozen,PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=F42; worker_group=SUPER2; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance F42; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2.
ptbxl_super,ECGFM-KED,Linear,PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=F42; worker_group=SUPER2; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance F42; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2.
ptbxl_super,HuBERT-ECG,Finetuning,PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=E96; worker_group=SUPER3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance E96; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3.
ptbxl_super,HuBERT-ECG,Frozen,PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=E96; worker_group=SUPER3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance E96; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3.
ptbxl_super,HuBERT-ECG,Linear,PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,MISSING_EVIDENCE,EMERGENCY_WORKERS; instance_id=E96; worker_group=SUPER3; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3; PARALLEL_WORKER_EVIDENCE_RECOVERY.csv; PARALLEL_WORKER_HASH_CLOSURE.csv; PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,PASS,PASS,2198,PASS,PASS,PASS,,Worker branch materialized: source instance E96; remote/local SHA256=88/88 PASS across branch; strict mapping PASS; remote_path=/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3; local_path=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3.
ptbxl_super,ECG-CPC,Finetuning,HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,MISSING_EVIDENCE,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_FINETUNING_FORMAL_052_04,RECOVERED_HASH_VERIFIED,EMBEDDED_NPZ_HASH_VERIFIED,RECOVERED_HASH_VERIFIED,CANONICAL_FOLD10_METADATA,PASS,2198,PASS,PASS,PASS,,"Recovered run PTBXL_SUPER_ECG_CPC_FINETUNING_FORMAL_052_04; historical source 052, carrier 451; SHA256 PASS; strict mapping PASS."
